Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,SwatchColor1,SwatchColor2,UiOrderIndex,Flags
,5704,61,141,12,2643829,0,20,0
,5705,61,141,13,-899465,0,24,0
,5706,61,141,14,10068927,0,27,0
,5707,61,141,15,5520680,0,1,0
,5708,61,141,16,12027218,0,2,0
,5709,61,141,17,3430188,0,8,0
,5717,66,141,11,-3556185,0,26,0
,5718,66,141,12,2643829,0,20,0
,5719,66,141,13,15877751,0,24,0
,5720,66,141,14,-6708289,0,27,0
,5721,66,141,15,5520680,0,1,0
,5722,66,141,16,12027218,0,2,0
,5723,66,141,17,3430188,0,8,0
Ghoul,5724,60,141,16,0,0,16,0
Creeper,5726,60,141,17,0,0,17,0
The Wizard,5727,60,141,18,0,0,18,0
Demon Lock,5728,60,141,19,0,0,19,0
Quiff,5729,60,141,20,0,0,20,0
Knowledge Bump,5730,65,141,15,0,0,15,0
Relaxing Scream,5731,65,141,16,0,0,16,0
Dethrock,5732,65,141,17,0,0,17,0
None,6275,559,141,0,0,0,0,0
Strapped,6276,559,141,1,0,0,1,0
Rotting,6277,559,141,2,0,0,2,0
Putrid,6278,559,141,3,0,0,3,0
None,6287,563,141,0,0,0,0,0
Strapped,6288,563,141,1,0,0,1,0
Rotting,6289,563,58,2,0,0,2,0
Rotting,6292,563,59,3,0,0,3,0
Putrid,6293,563,141,4,0,0,4,0
Sockets,6304,534,146,8,0,0,51,8
Sockets,6305,535,146,8,0,0,51,8
,6366,63,66,7,-9875095,0,7,0
,6367,63,66,8,-11504268,0,8,0
,6368,63,66,9,-10126772,0,9,0
,6369,63,66,10,-9740238,0,10,0
,6370,63,66,11,-11914446,0,11,0
,6371,63,64,12,-6965871,0,31,0
,6372,63,64,13,-6700414,0,32,0
,6373,63,64,14,-5010007,0,36,0
,6374,63,64,15,-6643397,0,34,0
,6375,63,64,16,-9456760,0,35,0
,6376,63,64,17,-8538777,0,33,0
,6377,63,64,18,-9875095,0,37,0
,6378,63,64,19,-11504268,0,38,0
,6379,63,64,20,-10126772,0,39,0
,6380,63,64,21,-9740238,0,40,0
,6381,63,64,22,-11914446,0,41,0
,6382,63,65,23,-6965871,0,61,0
,6383,63,65,24,-6700414,0,62,0
,6384,63,65,25,-5010007,0,66,0
,6385,63,65,26,-6643397,0,64,0
,6386,63,65,27,-9456760,0,65,0
,6387,63,65,28,-8538777,0,63,0
,6388,63,65,29,-9875095,0,67,0
,6389,63,65,30,-11504268,0,68,0
,6390,63,65,31,-10126772,0,69,0
,6391,63,65,32,-9740238,0,70,0
,6392,63,65,33,-11914446,0,71,0
,6420,58,61,7,-9875095,0,6,0
,6421,58,61,8,-11504268,0,7,0
,6422,58,61,9,-10126772,0,8,0
,6423,58,61,10,-9740238,0,9,0
,6424,58,61,11,-11914446,0,10,0
,6425,58,63,12,-5919879,0,40,0
,6426,58,63,13,-7426696,0,41,0
,6427,58,63,14,-8344675,0,42,0
,6428,58,63,15,-7757397,0,43,0
,6429,58,63,16,-7500875,0,44,0
,6430,58,63,17,-6711632,0,45,0
,6431,58,63,18,-9875095,0,46,0
,6432,58,63,19,-11504268,0,47,0
,6433,58,63,20,-10126772,0,48,0
,6434,58,63,21,-9740238,0,49,0
,6435,58,63,22,-11914446,0,50,0
,6436,58,62,23,-5919879,0,60,0
,6437,58,62,24,-7426696,0,61,0
,6438,58,62,25,-8344675,0,62,0
,6439,58,62,26,-7757397,0,63,0
,6440,58,62,27,-7500875,0,64,0
,6441,58,62,28,-6711632,0,65,0
,6442,58,62,29,-9875095,0,66,0
,6443,58,62,30,-11504268,0,67,0
,6444,58,62,31,-10126772,0,68,0
,6445,58,62,32,-9740238,0,69,0
,6446,58,62,33,-11914446,0,70,0
,6513,565,148,0,0,0,0,0
Black,6514,565,147,1,4212592,0,1,0
Blue,6515,565,147,2,6900608,0,2,0
White,6516,565,147,3,14408930,0,3,0
Brown,6517,565,147,4,8872520,0,4,0
,6518,566,148,0,0,0,0,0
Black,6519,566,147,1,4212592,0,1,0
Blue,6520,566,147,2,6900608,0,2,0
White,6521,566,147,3,14408930,0,3,0
Brown,6522,566,147,4,8872520,0,4,0
,6523,548,146,0,8147078,0,13,0
Bony,6524,568,55,0,0,0,0,0
Mottled,6525,568,141,1,0,0,1,0
Fresh,6526,568,141,2,0,0,2,0
Bony,6527,567,55,0,0,0,0,0
Mottled,6528,567,141,1,0,0,1,0
Fresh,6529,567,141,2,0,0,2,0
,6568,571,144,0,4849464,0,5,0
,6569,571,144,1,5357585,0,4,0
,6570,571,144,2,6147722,0,6,0
,6571,571,144,3,4898465,0,7,0
,6572,571,144,4,-1396462,0,2,0
,6573,571,144,5,-1338367,0,1,0
,6574,571,144,6,-665764,0,3,0
,6575,571,144,7,9211532,0,50,8
,6576,571,144,8,-11927752,9211532,52,8
,6577,571,144,9,9211532,-10629494,54,8
,6578,571,144,10,9211532,-1396462,53,8
,6579,571,144,11,-665764,9211532,51,8
,6580,571,144,12,-8357385,0,11,0
,6581,571,12,13,0,0,101,0
,6582,571,12,14,0,0,102,0
,6583,571,144,15,5037055,0,9,0
,6584,571,144,16,37375,0,10,0
,6585,571,144,17,53503,0,8,0
,6586,571,142,18,0,0,103,0
,6587,572,144,0,-11927752,0,5,0
,6588,572,144,1,-11419631,0,4,0
,6589,572,144,2,-10629494,0,6,0
,6590,572,144,3,-11878751,0,7,0
,6591,572,144,4,-1396462,0,2,0
,6592,572,144,5,-1338367,0,1,0
,6593,572,144,6,-665764,0,3,0
,6594,572,144,7,9211532,0,50,8
,6595,572,144,8,-11927752,9211532,52,8
,6596,572,144,9,9211532,-10629494,54,8
,6597,572,144,10,9211532,-1396462,53,8
,6598,572,144,11,-665764,9211532,51,8
,6599,572,144,12,-8357385,0,11,0
,6600,572,12,13,0,0,101,0
,6601,572,12,14,0,0,102,0
,6602,572,144,15,-11740161,0,9,0
,6603,572,144,16,-16739841,0,10,0
,6604,572,144,17,-16723713,0,8,0
,6605,572,142,18,0,0,103,0
,6606,59,141,10,0,0,10,0
None,6619,575,141,0,0,0,0,0
Phoenix,6620,575,141,1,0,0,1,0
Wreath,6621,575,141,2,0,0,2,0
Filigree,6622,575,141,3,0,0,3,0
Purple,6623,565,147,5,7684964,0,5,0
Purple,6624,566,147,5,7684964,0,5,0
Wings,6625,123,141,11,0,0,11,0
Leaves,6626,123,141,12,0,0,12,0
Diamonds,6627,123,141,13,0,0,13,0
Slicked Back,6637,121,141,20,0,0,20,0
Chonmage,6638,121,141,21,0,0,21,0
Tiara,6639,121,141,22,0,0,22,0
Pixie,6640,121,141,23,0,0,23,0
Circlet,6641,112,141,17,0,0,17,0
Prince,6642,112,141,18,0,0,18,0
Thin Braids,6643,112,141,19,0,0,19,0
,6644,113,141,14,3883627,0,22,0
,6645,113,141,15,6042112,0,6,0
,6646,113,141,16,-11258553,0,24,0
,6647,122,141,16,-11258553,0,25,0
,6648,122,141,15,-10735104,0,6,0
,6649,122,141,14,-12893589,0,23,0
,6667,578,146,0,-15876868,0,4,0
,6668,578,146,1,-2499854,0,6,0
,6669,578,146,2,-6391041,0,8,0
,6670,578,146,3,-8716311,0,1,0
,6671,578,146,4,-14560257,0,3,0
,6672,578,146,5,-14901761,0,5,0
,6673,578,146,6,-13050881,0,2,0
,6674,578,142,7,0,0,100,0
,6675,579,146,0,-15876868,0,4,0
,6676,579,146,1,-5854995,0,6,0
,6677,579,146,2,-6391041,0,8,0
,6678,579,146,3,-8716311,0,1,0
,6679,579,146,4,-14560257,0,3,0
,6680,579,146,5,-14901761,0,5,0
,6681,579,146,6,-13050881,0,2,0
,6682,579,142,7,0,0,100,0
,6687,119,141,29,-13032671,0,14,0
,6688,119,141,28,-11785428,0,13,0
,6689,119,141,27,-9746644,0,12,0
,6690,119,141,26,-4482974,0,11,0
,6695,110,141,30,-13032671,0,14,0
,6696,110,141,29,-11785428,0,13,0
,6697,110,141,28,-9746644,0,12,0
,6698,110,141,27,-5272233,0,11,0
Beaded,6699,114,141,10,0,0,10,0
Full,6700,114,141,11,0,0,11,0
Chin Strap,6701,114,141,12,0,0,12,0
Long,6714,582,141,0,0,0,0,0
Medium,6715,582,141,1,0,0,1,0
Short,6716,582,141,2,0,0,2,0
Long,6719,583,141,0,0,0,0,0
Medium,6720,583,141,1,0,0,1,0
Short,6721,583,141,2,0,0,2,0
,6722,585,141,0,0,0,0,0
,6723,586,141,0,0,0,0,0
Claws of Ursoc (Purple),6730,565,75,6,0,0,6,0
Claws of Ursoc (Gold),6731,565,76,7,0,0,7,0
Claws of Ursoc (White),6732,565,77,8,0,0,8,0
Claws of Ursoc (Black),6733,565,78,9,0,0,9,0
None,6789,600,141,0,0,0,0,0
Hoops,6790,600,141,1,0,0,1,0
Left,6791,600,141,2,0,0,2,0
Right,6792,600,141,3,0,0,3,0
Mixed,6793,600,141,4,0,0,4,0
Wing,6794,600,141,5,0,0,5,0
Feathers,6795,600,141,6,0,0,6,0
Plume,6796,600,141,7,0,0,7,0
None,6797,601,141,0,0,0,0,0
Hoops,6798,601,237,1,0,0,1,0
Left,6799,601,237,2,0,0,2,0
Right,6800,601,237,3,0,0,3,0
Mixed,6801,601,237,4,0,0,4,0
Wings,6802,601,237,5,0,0,5,0
Feathers,6803,601,237,6,0,0,6,0
Plume,6804,601,236,7,0,0,7,0
None,6817,604,141,0,0,0,0,0
Right,6818,604,141,1,0,0,1,0
Left,6819,604,141,2,0,0,2,0
Double Right,6820,604,141,3,0,0,3,0
Double Left,6821,604,141,4,0,0,4,0
Center,6822,604,141,5,0,0,5,0
None,6823,605,141,0,0,0,0,0
Right Nostril,6824,605,141,1,0,0,1,0
Left Nostril,6825,605,141,2,0,0,2,0
Right Eyebrow,6826,605,141,3,0,0,3,0
Left Eyebrow,6827,605,141,4,0,0,4,0
Septum,6828,605,141,5,0,0,5,0
Woad,6857,607,141,0,-11436890,0,0,0
Blood,6858,607,141,1,-5046272,0,1,0
Emerald,6859,607,141,2,-7425473,0,2,0
Mithril,6860,607,141,3,-6973808,0,3,0
Ironforge,6885,608,141,1,0,0,1,0
Aerie,6886,608,141,2,0,0,2,0
Highlands,6887,608,141,3,0,0,3,0
Thunder,6888,608,141,4,0,0,4,0
Gryphon,6889,608,141,5,0,0,5,0
Hinterlands,6890,608,141,6,0,0,6,0
Sky,6891,608,141,7,0,0,7,0
None,6894,608,141,0,0,0,0,0
,6895,588,141,0,0,0,0,0
,6896,589,141,0,0,0,0,0
Woad,6928,610,141,0,-11436890,0,0,0
Blood,6929,610,141,1,-5046272,0,1,0
Emerald,6930,610,141,2,-7425473,0,2,0
Mithril,6931,610,141,3,-6973808,0,3,0
None,6956,611,141,0,0,0,0,0
Gryphon,6957,611,141,1,0,0,1,0
Ironforge,6958,611,141,2,0,0,2,0
Aerie,6959,611,141,3,0,0,3,0
Highlands,6960,611,141,4,0,0,4,0
Hinterlands,6961,611,141,5,0,0,5,0
Thunder,6962,611,141,6,0,0,6,0
Sky,6963,611,141,7,0,0,7,0
,6968,614,146,0,16749568,0,0,0
,6969,614,142,1,0,0,1,0
,6970,615,146,0,16749568,0,0,0
,6971,615,142,1,0,0,1,0
,6976,618,146,0,8516095,0,0,0
,6977,618,142,1,0,0,1,0
,6978,619,146,0,8516095,0,0,0
,6979,619,142,1,0,0,1,0
,7042,622,146,0,-2385408,0,3,0
,7043,622,146,1,-8003792,0,5,0
,7044,622,146,2,-56320,0,1,0
,7045,622,146,3,-4365825,0,7,0
,7046,622,146,4,-15550209,0,6,0
,7047,622,146,5,11944451,0,2,0
,7048,622,146,6,-136373,0,4,0
,7049,622,146,7,-14540254,-2385408,55,8
,7050,622,146,8,-14540254,8773424,56,8
,7051,622,146,9,16720896,-14540254,53,8
,7052,622,146,10,-5655879,0,50,0
,7053,622,146,11,9531912,0,24,0
,7054,622,146,12,-7245304,0,25,0
,7055,622,146,13,9916173,0,22,0
,7056,622,146,14,4625573,0,33,0
,7057,622,146,15,-12151643,0,32,0
,7058,622,146,16,-10250623,0,30,0
,7059,622,146,17,-6808790,0,20,0
,7060,622,146,18,-10250623,0,29,0
,7061,622,146,19,-8679065,0,26,0
,7062,622,146,20,-10319279,0,27,0
,7063,622,146,21,8137082,0,34,0
,7064,622,146,22,-10319279,0,28,0
,7065,622,146,23,-6861043,0,23,0
,7066,622,146,24,9968426,0,21,0
,7067,622,146,25,-10250623,0,31,0
,7068,622,146,26,-8679065,4625573,51,8
,7069,622,146,27,-12151643,9916173,52,8
,7070,622,146,28,-14540254,-10250623,57,8
,7071,622,146,29,9531912,-14540254,54,8
,7072,622,142,30,0,0,70,0
,7073,623,146,0,-2385408,0,3,0
,7074,623,146,1,-8003792,0,5,0
,7075,623,146,2,-56320,0,1,0
,7076,623,146,3,-4365825,0,7,0
,7077,623,146,4,-15550209,0,6,0
,7078,623,146,5,11944451,0,2,0
,7079,623,146,6,-136373,0,4,0
,7080,623,146,7,-14540254,-2385408,55,8
,7081,623,146,8,-14540254,-8003792,56,8
,7082,623,146,9,-56320,-14540254,53,8
,7083,623,146,10,-5655879,0,50,0
,7084,623,146,11,9531912,0,24,0
,7085,623,146,12,-7245304,0,25,0
,7086,623,146,13,9916173,0,22,0
,7087,623,146,14,4625573,0,33,0
,7088,623,146,15,-12151643,0,32,0
,7089,623,146,16,-10250623,0,30,0
,7090,623,146,17,-6808790,0,20,0
,7091,623,146,18,-10250623,0,29,0
,7092,623,146,19,-8679065,0,26,0
,7093,623,146,20,-10319279,0,27,0
,7094,623,146,21,-8640134,0,34,0
,7095,623,146,22,-10319279,0,28,0
,7096,623,146,23,-6861043,0,23,0
,7097,623,146,24,9968426,0,21,0
,7098,623,146,25,-10250623,0,31,0
,7099,623,146,26,-8679065,-12151643,51,8
,7100,623,146,27,-12151643,-6861043,52,8
,7101,623,146,28,-14540254,-10250623,57,8
,7102,623,146,29,-7245304,-14540254,54,8
,7103,623,142,30,0,0,70,0
,7111,38,141,14,-3919616,0,1,0
,7112,38,141,15,-10600679,0,6,0
,7113,38,141,16,-1859022,0,9,0
,7114,38,141,17,-14729344,0,24,0
,7115,38,141,18,-10257869,0,23,0
,7116,38,141,19,-1,0,30,0
,7117,38,141,20,-1320054,0,10,0
,7118,33,141,14,12857600,0,2,0
,7119,33,141,15,6176537,0,7,0
,7120,33,141,16,14918194,0,19,0
,7121,33,141,17,2047872,0,24,0
,7122,33,141,18,6519347,0,23,0
,7123,33,141,19,16777215,0,30,0
,7124,33,141,20,15457162,0,20,0
Berserker,7125,32,141,19,0,0,19,0
Bald Tail,7126,32,141,20,0,0,20,0
Side Braids,7127,32,141,21,0,0,21,0
Headband,7128,37,141,21,0,0,21,0
Knotted,7129,37,141,22,0,0,22,0
Deathhawk,7130,37,141,23,0,0,23,0
Shieldmaiden,7131,37,141,24,0,0,24,0
,7134,35,141,19,11566161,0,9,0
,7135,35,141,20,4990496,0,11,0
,7137,35,141,21,4138275,0,12,0
,7141,30,141,27,11368276,0,7,0
,7142,30,141,28,6961970,0,11,0
,7143,30,141,29,4664874,0,12,0
,7144,624,148,0,0,0,0,0
Black,7145,624,147,1,3938657,0,1,0
Violet,7146,624,147,2,8728172,0,2,0
Purple,7147,624,147,3,4073372,0,3,0
Blue,7148,624,147,4,3900310,0,4,0
White,7149,624,147,5,12436159,0,5,0
,7150,625,148,0,0,0,0,0
Black,7151,625,147,1,3938657,0,1,0
Violet,7152,625,147,2,8728172,0,2,0
Purple,7153,625,147,3,4073372,0,3,0
Blue,7154,625,147,4,3900310,0,4,0
White,7155,625,147,5,12436159,0,5,0
,7156,626,148,0,0,0,0,0
Gray,7157,626,147,1,2307425,0,1,0
Black,7158,626,147,2,2320491,0,2,0
Brown,7159,626,147,3,6694943,0,3,0
Tan,7160,626,147,4,9862197,0,4,0
White,7161,626,147,5,4087373,0,5,0
,7162,627,148,0,0,0,0,0
Gray,7163,627,147,1,2307425,0,1,0
Black,7164,627,147,2,2320491,0,2,0
Brown,7165,627,147,3,6694943,0,3,0
Tan,7166,627,147,4,9862197,0,4,0
White,7167,627,147,5,4087373,0,5,0
,7168,629,148,0,0,0,0,0
Gray,7169,629,147,1,7637647,0,1,0
Black,7170,629,147,2,3160636,0,2,0
Brown,7171,629,147,3,8875092,0,3,0
White,7172,629,147,4,9937069,0,4,0
Tan,7173,629,147,5,5389312,0,5,0
,7174,628,148,0,0,0,0,0
Gray,7175,628,147,1,7637647,0,1,0
Black,7176,628,147,2,3160636,0,2,0
Brown,7177,628,147,3,8875092,0,3,0
White,7178,628,147,4,9937069,0,4,0
Tan,7179,628,147,5,5389312,0,5,0
Gold Cuff,7186,631,141,1,0,0,1,0
Silver Cuff,7187,631,141,2,0,0,2,0
Gold Filigree,7188,631,141,3,0,0,3,0
Silver Filigree,7189,631,141,4,0,0,4,0
Gold Chains,7190,631,141,5,0,0,5,0
Silver Chains,7191,631,141,6,0,0,6,0
None,7192,631,141,0,0,0,0,0
,7193,618,12,2,0,0,2,0
,7194,619,12,2,0,0,2,0
,7195,618,10,3,0,0,1000,0
,7196,619,10,3,0,0,1000,0
,7197,463,10,25,0,0,1000,0
,7198,464,10,25,0,0,1000,0
,7199,463,12,26,0,0,92,0
,7200,463,12,27,0,0,93,0
,7201,632,148,0,0,0,0,0
Sea Lion,7202,632,147,1,0,0,1,0
Orca,7203,632,307,2,0,0,2,0
Dolphin,7204,632,306,3,0,0,3,0
Tideskipper,7205,632,308,4,0,0,4,0
,7206,633,148,0,0,0,0,0
Sea Lion,7207,633,147,1,0,0,1,0
Orca,7210,633,307,2,0,0,2,0
Dolphin,7211,633,306,3,0,0,3,0
Tideskipper,7212,633,308,4,0,0,4,0
,7213,634,148,0,0,0,0,0
Sea Lion,7214,634,147,1,0,0,1,0
Orca,7215,634,307,2,0,0,2,0
Dolphin,7216,634,306,3,0,0,3,0
Tideskipper,7217,634,308,4,0,0,4,0
,7218,635,148,0,0,0,0,0
Sea Lion,7219,635,147,1,0,0,1,0
Orca,7220,635,307,2,0,0,2,0
Dolphin,7221,635,306,3,0,0,3,0
Tideskipper,7222,635,308,4,0,0,4,0
,7223,636,148,0,0,0,0,0
Stag,7224,636,147,1,0,0,1,0
Cheetah,7225,636,309,2,0,0,2,0
Doe,7226,636,310,3,0,0,3,0
,7227,637,148,0,0,0,0,0
Stag,7228,637,147,1,0,0,1,0
Cheetah,7229,637,309,2,0,0,2,0
,7230,638,148,0,0,0,0,0
Stag,7231,638,147,1,0,0,1,0
Cheetah,7232,638,309,2,0,0,2,0
Doe,7233,638,310,3,0,0,3,0
,7234,639,148,0,0,0,0,0
Stag,7235,639,147,1,0,0,1,0
Cheetah,7236,639,309,2,0,0,2,0
Doe,7237,639,310,3,0,0,3,0
,7238,640,148,0,0,0,0,0
Storm Crow,7239,640,147,1,0,0,1,0
Sentinel,7240,640,311,2,0,0,2,0
Humble Flyer,7241,640,312,3,0,0,3,0
Lunarwing,7242,640,331,4,0,0,4,0
,7243,641,148,0,0,0,0,0
Storm Crow,7244,641,147,1,0,0,1,0
Sentinel,7245,641,311,2,0,0,2,0
Humble Flyer,7246,641,312,3,0,0,3,0
Lunarwing,7247,641,331,4,0,0,4,0
,7248,642,148,0,0,0,0,0
Storm Crow,7249,642,147,1,0,0,1,0
Sentinel,7250,642,311,2,0,0,2,0
Humble Flyer,7251,642,312,3,0,0,3,0
Lunarwing,7252,642,331,4,0,0,4,0
,7253,643,148,0,0,0,0,0
Storm Crow,7254,643,147,1,0,0,1,0
Sentinel,7255,643,311,2,0,0,2,0
Humble Flyer,7256,643,312,3,0,0,3,0
Lunarwing,7257,643,331,4,0,0,4,0
,7274,646,146,0,9329035,0,6,0
,7275,646,146,1,11166263,0,1,0
,7276,646,146,2,6067052,0,4,0
,7277,646,146,3,13017935,0,2,0
,7278,646,146,4,6990520,0,5,0
,7279,646,146,5,9673885,0,7,0
,7280,646,146,6,12107641,0,3,0
,7281,646,142,7,0,0,100,0
,7282,647,146,0,9329035,0,6,0
,7283,647,146,1,11166263,0,1,0
,7284,647,146,2,6067052,0,4,0
,7285,647,146,3,13017935,0,2,0
,7286,647,146,4,6990520,0,5,0
,7287,647,146,5,9673885,0,7,0
,7288,647,146,6,12107641,0,3,0
,7289,647,142,7,0,0,100,0
,7290,647,10,8,0,0,101,0
,7291,646,10,8,0,0,101,0
None,7300,649,141,0,0,0,0,0
Hoops,7301,649,141,1,0,0,1,0
Double Hoops,7302,649,141,2,0,0,2,0
Tusks,7303,649,141,3,0,0,3,0
Feathers,7304,649,141,4,0,0,4,0
None,7309,651,141,0,0,0,0,0
Stone,7310,651,141,1,0,0,1,0
Totem,7311,651,141,2,0,0,2,0
Tusk,7312,651,141,3,0,0,3,0
None,7316,653,141,0,0,0,0,0
Tusk,7317,653,141,1,0,0,1,0
Totem,7318,653,141,2,0,0,2,0
None,7322,655,141,0,0,0,0,0
Feathers,7323,655,141,1,0,0,1,0
Tails,7324,655,141,2,0,0,2,0
None,7328,657,141,0,0,0,0,0
Feathers,7329,657,141,1,0,0,1,0
Tails,7330,657,141,2,0,0,2,0
None,7334,659,141,0,0,0,0,0
Left,7335,659,141,1,0,0,1,0
Right,7336,659,141,2,0,0,2,0
None,7343,661,141,0,0,0,0,0
Small,7344,661,141,1,0,0,1,0
Open,7345,661,141,2,0,0,3,0
Bead,7346,661,141,3,0,0,4,0
Large,7347,661,141,4,0,0,2,0
None,7349,663,141,0,0,0,0,0
Kodo,7350,663,141,1,0,0,1,0
Hawk,7351,663,141,2,0,0,3,0
Otter,7352,663,141,3,0,0,2,0
None,7353,662,141,0,0,0,0,0
Kodo,7354,662,141,1,0,0,1,0
Hawk,7355,662,141,2,0,0,3,0
Otter,7356,662,141,3,0,0,2,0
None,7369,666,141,0,0,0,0,0
Kodo,7370,666,141,1,0,0,1,0
Otter,7371,666,141,2,0,0,2,0
Hawk,7372,666,141,3,0,0,3,0
None,7373,667,141,0,0,0,0,0
Kodo,7374,667,141,1,0,0,1,0
Otter,7375,667,141,2,0,0,2,0
Hawk,7376,667,141,3,0,0,3,0
,7377,668,141,0,4022131,0,0,0
,7378,668,141,1,8263955,0,1,0
,7379,668,141,2,1270349,0,2,0
,7380,668,141,3,8263955,4022131,50,0
,7381,668,141,4,3971988,0,4,0
,7382,668,141,5,13668406,0,5,0
,7383,669,141,0,4022131,0,0,0
,7384,669,141,1,8263955,0,1,0
,7385,669,141,2,1270349,0,2,0
,7386,669,141,3,8263955,4022131,50,0
,7387,669,141,4,3971988,0,4,0
,7388,669,141,5,13668406,0,5,0
Curved,7389,71,141,16,0,0,16,0
Twisted,7390,71,141,17,0,0,17,0
Curled,7391,71,141,18,0,0,18,0
Hooked,7392,71,141,19,0,0,19,0
Curved,7393,77,141,18,0,0,18,0
Ram,7394,77,141,19,0,0,19,0
Longhorn,7395,77,141,20,0,0,20,0
Hooked,7396,77,141,21,0,0,21,0
Bull,7397,77,141,22,0,0,22,0
Trailing,7398,79,141,5,0,0,5,0
Drape,7399,79,141,6,0,0,6,0
Left Braid,7400,79,141,7,0,0,7,0
Left Flowers,7401,79,141,8,0,0,8,0
Right Braid,7402,79,141,9,0,0,9,0
Right Flowers,7403,79,141,10,0,0,10,0
Totem,7404,79,141,11,0,0,11,0
Feathers,7405,79,141,12,0,0,12,0
Daffodils,7406,79,141,13,0,0,13,0
Ceremonial,7407,79,141,14,0,0,14,0
Mane,7408,671,141,0,0,0,0,0
Braids,7409,671,141,1,0,0,1,0
Chops,7410,671,141,2,0,0,2,0
Sideburns,7411,671,141,3,0,0,3,0
Wrapped,7412,671,141,4,0,0,4,0
Rings,7413,671,141,5,0,0,5,0
Feathers,7414,671,141,6,0,0,6,0
Totems,7415,671,141,7,0,0,7,0
Drape,7416,671,141,8,0,0,8,0
Ceremonial,7417,671,141,9,0,0,9,0
Beads,7418,671,141,10,0,0,10,0
Tied,7419,73,141,7,0,0,7,0
Full,7420,73,141,8,0,0,8,0
Feather,7421,73,141,9,0,0,9,0
Triple Braids,7422,73,141,10,0,0,10,0
Goatee,7423,73,141,11,0,0,11,0
Tuft,7424,73,141,12,0,0,12,0
Short,7425,672,141,0,0,0,0,0
Parted,7426,672,141,1,0,0,1,0
Natural,7427,672,141,2,0,0,2,0
Shaggy,7428,672,141,3,0,0,3,0
Short,7429,673,141,0,0,0,0,0
Shaggy,7431,673,141,1,0,0,1,0
Natural,7433,673,141,2,0,0,2,0
Doe,7435,637,310,3,0,0,3,0
,7436,74,141,21,-3962304,0,51,0
,7437,74,141,22,-7578587,0,52,0
,7438,74,141,23,-13356237,0,2,0
,7439,68,141,29,-3962304,0,61,0
,7440,68,141,30,-7578587,0,62,0
,7441,68,141,31,3223857,0,3,0
Sharp,7444,675,141,0,0,0,0,0
Gnawed,7445,675,141,1,0,0,1,0
Short,7446,675,141,2,0,0,2,0
Askew,7447,675,141,3,0,0,3,0
Frayed,7448,675,141,4,0,0,4,0
Chewed,7449,675,141,5,0,0,5,0
Curled,7450,675,141,6,0,0,6,0
Clipped,7451,675,141,7,0,0,7,0
Choppy,7452,675,141,8,0,0,8,0
Crooked,7453,675,141,9,0,0,9,0
Pinned,7454,675,141,10,0,0,10,0
Curved,7455,675,141,11,0,0,11,0
,7458,203,322,9,-7894900,0,2,0
,7459,203,322,10,-12693671,0,8,0
,7460,203,322,11,-9212299,0,3,0
,7461,203,322,12,-7686693,0,10,0
,7462,203,322,13,-6526672,0,4,0
,7463,203,322,14,14541286,0,11,0
,7466,208,141,13,-3092527,0,26,0
,7467,208,141,14,-8355966,0,4,0
,7468,208,141,15,-12693671,0,23,0
,7469,208,141,16,-9212299,0,5,0
,7470,208,141,17,-6242341,0,25,0
,7471,208,141,18,-6526672,0,8,0
Bald,7472,37,141,25,0,0,25,0
Bald,7473,16,141,32,0,0,25,0
Bald,7474,51,141,15,0,0,15,0
Lost,7475,65,141,18,0,0,18,0
Bald,7476,370,141,8,0,0,8,0
Bald,7477,87,141,16,0,0,16,0
Bald,7478,97,141,12,0,0,12,0
Ritual,7479,292,141,10,0,0,10,0
Bald,7480,357,141,8,0,0,8,0
Bald,7481,107,141,17,0,0,17,0
Bald,7482,121,141,24,0,0,24,0
Purified,7483,278,141,7,0,0,7,0
Bald,7484,135,141,17,0,0,17,0
Depilated,7485,241,141,6,0,0,6,0
Glabrous,7486,266,141,10,0,0,10,0
Quarterdeck,7487,305,141,9,0,0,9,0
Bald,7488,42,141,12,0,0,12,0
Bald,7489,112,141,20,0,0,20,0
Barren,7490,261,141,12,0,0,12,0
Cleansed,7491,271,141,6,0,0,6,0
,7603,682,144,0,14548223,0,1,0
,7604,682,178,1,14548223,-14540254,20,8
,7605,682,179,2,-14540254,14548223,40,8
,7606,682,144,3,7268607,0,2,0
,7607,682,178,4,7268607,-14540254,21,8
,7608,682,179,5,-14540254,7268607,41,8
,7610,682,144,7,16777029,0,3,0
,7611,682,178,8,16777029,4852747,22,8
,7612,682,179,9,4852747,16777029,42,8
,7614,682,189,11,1450550,0,80,0
,7615,682,12,12,4463948,0,100,0
,7616,682,12,13,16711680,0,101,0
,7617,682,12,14,8147755,0,102,0
,7618,682,235,15,-7536641,0,71,0
,7619,683,144,0,14548223,0,1,0
,7620,683,176,1,14548223,-14540254,32,8
,7621,683,177,2,-14540254,14548223,40,8
,7622,683,144,3,7268607,0,2,0
,7623,683,176,4,7268607,-14540254,33,8
,7624,683,177,5,-14540254,7268607,41,8
,7626,683,144,6,16777029,0,3,0
,7627,683,176,7,16777029,4852747,34,8
,7628,683,177,8,4852747,16777029,42,8
,7630,683,189,9,1450550,0,80,0
,7631,683,12,10,4463948,0,100,0
,7632,683,12,11,16711680,0,101,0
,7633,683,12,12,8147755,0,102,0
,7634,683,142,13,-7536641,0,70,0
